Source,Target,Type,Id,Label,Weight,first lines,note,editions,folio,last lines,facsimiles,attributed title,transcription,attributed author
DIMEV 4907,NLS1921,Undirected,283195,,1,"…His lord he serued trewelicheIn al þing
                    manschipeliche…","Probably began on stub, f. 107, so begins imperfectly; extends to line
                    7306 but imperfect through omissions.","Turnbull,  William Barclay David Donald,
                        ed.  
             The Romances of Sir Guy of Warwick, and Rembrun his son.
Abbotsford Club
         18. Edinburgh, 1840: 1-266.
 Bad Key: Zupitza1883-9.",ff. 108ra-146vb,"…At Warwik þan henge þe heued anonMani [
                        erased ] man wondred þer apon",,,,
DIMEV 4922,BLHar2253,Undirected,283228,,1,"Sitteþ alle stille and herkeneþ to meþe kyn of
                    alemaigne bi mi leaute…",,"Percy,  Thomas. 
             Reliques of Ancient English Poetry.
         3 vols. London: J. Dodsley, 1765, and subsequent editions: 4, No. 1.
Ritson,  Joseph,
                        ed.  
             Ancient Songs and Ballads from the Reign of King Henry the Second to
                the Revolution.
         2 vols. London, 1829; re-ed. 
                William Carew
                Hazlitt
             London, 1877: 1.12-14.
Wright,  Thomas,
                        ed.  
             The Political Songs of England.
Camden Society
         o.s. 6 (1839): 69-71.
Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 98-100.
Mätzner,  Edouard Adolf Ferdinand. 
             Altenglische Sprachproben, I: Poesie.
         Berlin: Wiedmann, 1867: 1.152.
Brandl,  Alois Leonhard. 
             Mittelenglische Sprach- und Literatureproben.
         2nd ed. Berlin, 1917; repr. as  Middle English
                Literature New York: Chelsea, 1949: 129.
Williams,  Charles. 
             The New Book of English Verse.
         New York: Macmillan, 1936: 24-5.
Kaiser,  Rolf,
                        ed.  
             Alt- und mittelenglische Anthologie.
         Berlin-Charlottenburg: E. Schütt, 1954: 364.
Kaiser,  Rolf,
                        ed.  
             Alt- und mittelenglische Anthologie.
         Berlin, 1954; 3rd ed.; trans. as  Medieval English: a
                Old English and Middle English Anthology Berlin West, 1958: 349.
Davies,  Reginald Thorne. 
             Medieval English Lyrics: a critical anthology.
         London, 1963; Evanston, IL: Northwestern UP, 1964: 55-6.
Sisam,  Celia,  and  Kenneth Sisam, eds.  
             The Oxford Book of Medieval English Verse.
         Oxford: Clarendon, 1970: 103-5.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 4, no. 23.",f. 58v,"…al he shulde quite here tuelfmoneþ stotshulde he neuer
                    more wiþ his fot potto helpe wyndesoreRichard et
                    cetera","Ker,  Neil Ripley. 
             “Introduction.” 
             Facsimile of British Museum MS. Harley 2253.
EETS
         o.s. 255 (1965).",,,
DIMEV 4923,BodLauMis108,Undirected,283230,,1,"Sitteþ stille wiþouten strif And I schal telle ȝoure
                    lif…",,"Horstmann,  Carl. 
             “Leben des h. Alexius nach Ms. Laud 108.” 
             Archiv für das Studium der neueren Sprachen und
                Literaturen
         51 (1873): 101-10: 101-10.
Horstmann,  Carl. 
             “Zwei Alexiuslieder.” 
             Archiv für das Studium der neueren Sprachen und
                Literaturen
         56 (1876): 391-416: 394-401.
Furnivall,  Frederick James,
                        ed.  
             Adam Davy’s 5 Dreams about Edward II, etc. from Bodleian Laud
                Misc. 622.
EETS
         o.s. 69 (1878; repr. 1973): 20-79, 99-100 (lines 1-42).
Schipper,  Jakob. 
             Englische Alexiuslegenden aus dem XIV. und XV. jahrhundert.
Quellen und Forschungen
         20 Strassburg: Trübner, 1877.",ff. 233v-237ra,"…Graunte vs alle gode endyngeAnd in heuene a wonyngeAmen
                    par charite",,"Vita cuiusdam sancti viri nomine Alex[ ] optima vita (f.
                        233v)",,
DIMEV 4928,BodLauMis108,Undirected,283239,,1,"Sleiȝe men and egleche and of redes wis and boldeLustines
                    nouþe to mi speche wise and vnwise ȝongue and olde…",,"Horstmann,  Carl,
                        ed.  
             The Early South-English Legendary.
EETS
         o.s. 87 (1887; repr. 1987): 462-80.
Horstmann,  Carl. 
             Sammlung altenglischer Legenden.
         Heilbronn: Henninger, 1878: 148-62.
Reames,  Sherry L.,
                        ed.  
             Middle English Legends
                of Women Saints.
         With the assistance of Martha G. Blalock and Wendy R. Larson.
            Kalamazoo, MI: Western Michigan University for TEAMS, 2003.",ff. 190-197,"…O fye Maudeleine þis is þe riȝhte endingueGod
                    us schilde fram peyne and to heouene us bringue",,,,
DIMEV 4984,NLS1921,Undirected,283322,,1,"…ffor þe mede of mi seruiseTac me þi sone to loke
                    and lore…","Extract only in this MS: The Tell Tale Bird, corresponding to lines
                    120-2770.","Weber,  Henry William. 
             Metrical Romances of the Thirteenth, Fourteenth, and Fifteenth
                Centuries.
         3 vols. Edinburgh: A. Carstalle, 1810: 3.3-153 (4002 lines with lines 1-134, 3180-4328 from
                            4986-2).
Furnivall,  Frederick James,
                        ed.  
             Originals and Analogues of some of Chaucer’s Canterbury
                Tales.
Chaucer Society
         2nd ser. 7, 10, 15, 20, 22. London: Trübner, 1872-87: 448-50.
Varnhagen,  Hermann. 
             “über eine unbekannte schottische Bearbeitung der Sieben
                Weisen.” 
             Englische Studien
         25 (1898): 321-5: 322-4 (Tale of Cato only, 196 lines).
Brunner,  Karl. 
             The Seven Sages of Rome.
EETS
         o.s. 191 (1933); repr. 1988: (with lines 1-119 and 2771ff. from 4984-1 and 4984-4).",ff. 85ra-99vb,"…A viser ȝit he made moreTwo faced bihende & two
                    bifore…","Pearsall,  Derek,  and  I. C. Cunningham, eds.  
             The Auchinleck Manuscript. National Library of Scotland
                Advocates’ MS. 19.2.1.
         London: Scolar Press, 1977.",,,
DIMEV 5030,BodDig86,Undirected,283432,,1,"Stond wel moder ounder rodeBihold þi child wiþ glade
                    mode…",,"Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 87.
Varnhagen,  Hermann. 
             “Zu mittelenglischen gedichten: I-III.” 
             Anglia
         2 (1879): 225-55: 253-4.
Furnivall,  Frederick James,
                        ed.  
             The Minor Poems of the Vernon Manuscript, Part 2.
EETS
         o.s. 117 (1901; repr. 1973): 2.763-5.
Kaiser,  Rolf,
                        ed.  
             Alt- und mittelenglische Anthologie.
         Berlin-Charlottenburg: E. Schütt, 1954: 218.
Kaiser,  Rolf,
                        ed.  
             Alt- und mittelenglische Anthologie.
         Berlin, 1954; 3rd ed.; trans. as  Medieval English: a
                Old English and Middle English Anthology Berlin West, 1958: 206.
Stevick,  Robert D.,
                        ed.  
             One Hundred Middle English Lyrics.
         Indianapolis: Bobbs-Merrill, 1964: 29-32.",ff. 127-127v,"…I deye almest I falle to groundeSo serw ful deþ nes
                    never non","Tschann,  Judith A.,  and  Malcolm B. Parkes.  
             “Introduction.” 
             Facsimile of Oxford, Bodleian Library, MS Digby 86
EETS
         s.s. 16 (1996).",Chauncoun de noustre dame,,
DIMEV 5030,CamStJohn111,Undirected,283433,,1,"stand wel moder vnder rodebi halt þi child vyt glede
                    modebliþe moder mai þu bie…","4 1/2 x 6, aabccb, imperfect at end; Latin equivalent text written above
                    the English line by line. Musical notation.","Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 89-91.",f. 106v,"…bot i deie þu gost to hellei tholie det for þine
                    sake…",,,,
DIMEV 5030,BLHar2253,Undirected,283434,,1,"Stond wel moder vnder rodebyholt þy sone wiþ glade
                    mode…",,"Wright,  Thomas. 
             Specimens of Lyric Poetry composed in England in the Reign of Edward
                the First.
Percy Society
         4. London: Richard, 1842: 80-83.
Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 205-8.
Wülker,  Richard Paul,
                        ed.  
             Altenglisches Lesebuch.
         2 vols. in one. Halle: Lippert, 1874, 1880: 1.46-8.
Dickins,  Bruce,  and  Richard M. Wilson.  
             Early Middle English Texts.
         Cambridge: at the University Press, 1951: 129-30.
Brook,  George Leslie. 
             The Harley Lyrics.
         Manchester: Manchester UP, 1948; rev. ed. 1956; 3rd ed. 1964: 56-7.
Davies,  Reginald Thorne. 
             Medieval English Lyrics: a critical anthology.
         London, 1963; Evanston, IL: Northwestern UP, 1964: 86-8.
Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 204.
Luria,  Maxwell Sidney,  and  Richard L. Hoffman, eds.  
             Middle English Lyrics.
         New York: Norton, 1974: 215-17.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 5, no. 60.",f. 79rb-79vb,"…þat þou sheddest on þe rodeþou bryng vs
                    in to heuene lyht","Ker,  Neil Ripley. 
             “Introduction.” 
             Facsimile of British Museum MS. Harley 2253.
EETS
         o.s. 255 (1965).",,,
DIMEV 5030,BLRoy8Fii,Undirected,283435,,1,,Stanza 1 only.,,f. 180,,,,,
DIMEV 5030,BLRoy12Ei,Undirected,283436,,1,,With music for some stanzas.,"Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 203.
Sisam,  Celia,  and  Kenneth Sisam, eds.  
             The Oxford Book of Medieval English Verse.
         Oxford: Clarendon, 1970: 136-8.
Silverstein,  Theodore,
                        ed.  
             Medieval English Lyrics.
         York Medieval Texts. London: Edw. Arnold, 1971: 12-14.
Saupe,  Karen,
                        ed.  
             Middle English Marian
                    Lyrics.
         Kalamazoo, MI: Western Michigan University for TEAMS, 1998: 87-9; 213-17.",f. 193,,,,,
DIMEV 5030,TCD301,Undirected,283437,,1,"[S]tand wel moder under rodebi halt þi sonne with glade
                    mode…",Added to originally blank page.,"Dobson,  Eric John,  and  F. L. Harrison.  
             Medieval English Songs.
         New York: Cambridge UP, 1979: 152-3.",f. 194,"…Þat thu bledes hone þe rodethu do ws in tho heuene
                    riche",,,,
DIMEV 5051,BLEge613,Undirected,283466,,1,"Somer is comen & winter gon þis day biginniz to longe&
                    þis foules euerchon Ioye hem wit songe…",,"Wright,  Thomas,  and  James Orchard Halliwell-Phillipps, eds.  
             Reliquiae Antiquae.
         2 vols. London: Smith, 1845: 1.100-2.
Morris,  Richard,
                        ed.  
             An Old English Miscellany: A Bestiary, Kentish Sermons, Proverbs of
                Alfred and Religious Poems of the Thirteenth Century.
EETS
         o.s. 49 (1872); repr. 1988: 197-9.
Wülker,  Richard Paul,
                        ed.  
             Altenglisches Lesebuch.
         2 vols. in one. Halle: Lippert, 1874, 1880: 144-6.
Holthausen,  Ferdinand. 
             “Studien zur Mittelenglischen Lyrik.” 
             Anglia
         37 (1913): 384-8: 385-7.
Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 108-11.
Segar,  Mary Gertrude,  and  Emmeline Paxton, eds.  
             Some Minor Poems of the Middle Ages.
         London, NY: Longmans, Green, 1917: 50-3.
Segar,  Mary Gertrude,
                        ed.  
             A Mediaeval Anthology.
         London, NY: Longmans, Green, 1915: 46-8 (extracts).
Kaiser,  Rolf,
                        ed.  
             Alt- und mittelenglische Anthologie.
         Berlin, 1954; 3rd ed.; trans. as  Medieval English: a
                Old English and Middle English Anthology Berlin West, 1958: 285.
Sisam,  Celia,  and  Kenneth Sisam, eds.  
             The Oxford Book of Medieval English Verse.
         Oxford: Clarendon, 1970: 17-19.
Luria,  Maxwell Sidney,  and  Richard L. Hoffman, eds.  
             Middle English Lyrics.
         New York: Norton, 1974: 199-201.",f. 1v,"…grone he may & wepen ay þe man þat deiet wit oute
                    lay alonegrante ous crist wit þin uprist to gene",,,,
DIMEV 5052,BodDig86,Undirected,283467,,1,"Somer is comen wiþ loue to touneWiþ blostme
                    and wiþ brides roune…",192 lines,"Wright,  Thomas,  and  James Orchard Halliwell-Phillipps, eds.  
             Reliquiae Antiquae.
         2 vols. London: Smith, 1845: 1.241-5.
Hazlitt,  William Carew. 
             Remains of the Early Popular Poetry of England.
         London: J. R. Smith, 1864-6: 1.50-7.
Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 101-7.
Dickins,  Bruce,  and  Richard M. Wilson.  
             Early Middle English Texts.
         Cambridge: at the University Press, 1951: 285.
Luria,  Maxwell Sidney,  and  Richard L. Hoffman, eds.  
             Middle English Lyrics.
         New York: Norton, 1974: 56-61.
Conlee,  John W.,
                        ed.  
             Middle English Debate Poetry: A Critical Anthology.
         East Lansing, MI: Colleagues Press, 1991: 239-48.",ff. 136vb-138rb,…Ne rechi neuere weder I fleA wai ich wille driue,"Tschann,  Judith A.,  and  Malcolm B. Parkes.  
             “Introduction.” 
             Facsimile of Oxford, Bodleian Library, MS Digby 86
EETS
         s.s. 16 (1996).","Ci comence le cuntent par entre le Mauuis et la russinole (f.
                        136v)",,
DIMEV 5052,NLS1921,Undirected,283468,,1,"L[enten is comen] wiþ loue [to toun]Wiþ blosme &
                    wiþ briddes roun…",74 lines; begins and ends imperfectly. Cf. 3050.,"Laing,  David,
                        ed.  
             A Penni Worth of Witte, Florice and Blauncheflour….
Abbotsford Club
         29. Edinburgh, 1857: 45-8.
Varnhagen,  Hermann. 
             “Zu mittelenglischen gedichten: XI - XIII.” 
             Anglia
         4 (1881): 180-210: 208-10.
Holthausen,  Ferdinand. 
             “Der mittelenglische streit zwischen drossel und nachtigall.” 
             Anglia
         43 (1919): 52-60: 52-9.",ff. 279va-b,"…Thane leue to aliȝt hereIn orchard & in
                    erbere…","Pearsall,  Derek,  and  I. C. Cunningham, eds.  
             The Auchinleck Manuscript. National Library of Scotland
                Advocates’ MS. 19.2.1.
         London: Scolar Press, 1977.",,,
DIMEV 5073,BLHar913,Undirected,283502,,1,"Swet ihesu hend and freþat was istrawȝt on rode
                    tre…",,"Wright,  Thomas,  and  James Orchard Halliwell-Phillipps, eds.  
             Reliquiae Antiquae.
         2 vols. London: Smith, 1845: 2.190-4.
Heuser,  Wilhelm. 
             Die Kildare-Gedichte…
Bonner Beiträge zur Anglistik
         14. Bonn: P. Hanstein, 1904: 81-5.",ff. 9-10,"…Fram þe schour of pinis sureþou sild him her and
                    þare",,,,
DIMEV 5075,BodDig86,Undirected,283504,,1,"Swete ihesu king of blisseMin herte loue min herte
                    lisse…",Stanzas 1-3 only,"Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 91-2.
Stengel,  Edmund. 
             Coducem Manu Scriptum Digby 86….
         Halle: Orphanotrophei, 1871: 62-3.
Stengel,  Edmund. 
             Coducem Manu Scriptum Digby 86….
         Halle: Orphanotrophei, 1871: 4-5.
Bennett,  Jack Arthur Walter,  and  G. V. Smithers, eds.  
             Early Middle English Verse and Prose.
         Oxford: Clarendon, 1966: 131.
Oliver,  Raymond. 
             Poems Without Names: The English Lyric 1200-1500.
         Berkeley, CA: University of California, 1970: 97.
Sisam,  Celia,  and  Kenneth Sisam, eds.  
             The Oxford Book of Medieval English Verse.
         Oxford: Clarendon, 1970: 23-4.
Luria,  Maxwell Sidney,  and  Richard L. Hoffman, eds.  
             Middle English Lyrics.
         New York: Norton, 1974: 92.",f. 134v,"…Of þi loue þat is so swoteAnd wite hit þat hit
                    springe mote","Tschann,  Judith A.,  and  Malcolm B. Parkes.  
             “Introduction.” 
             Facsimile of Oxford, Bodleian Library, MS Digby 86
EETS
         s.s. 16 (1996).",,,
DIMEV 5075,CamFitz355a,Undirected,283505,,1,"Swete ihesu heuene kingffayr & best of alle
                    thyng…","Stanza 14 of London,  British Library Harley 2253 version only; follows 6299","Brydges,  Sir Samuel Egerton,  and  Joseph Haslewood.  
             The British Bibliographer.
         4 vols. London: T. Bersley, vol. 1: 1810; vols. 2, 3: 1812; vol. 4:
            1814: 2.200.",f. 1,"…Þou bringe us owt of þis moringTo come to þe
                    at owre ending",,,,
DIMEV 5075,BLHar2253,Undirected,283506,,1,"Suete Iesu king of blyssemyn huerte loue min huerte
                    lisseþou art suete myd ywisse…",,"Brown,  Carleton Fairchild,
                        ed.  
             Religious Lyrics of the XIV Century.
         Oxford: Clarendon, 1924. 2nd ed., rev.: G. V. Smithers, Oxford,
            1952: 7-9.
Wright,  Thomas. 
             Specimens of Lyric Poetry composed in England in the Reign of Edward
                the First.
Percy Society
         4. London: Richard, 1842: 57-9.
Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 191-3.
Horstmann,  Carl,
                        ed.  
             Yorkshire Writers.
         2 vols. London, Sonnenschein; New York: Macmillan, 1895-96: 2.9-11.
Brook,  George Leslie. 
             The Harley Lyrics.
         Manchester: Manchester UP, 1948; rev. ed. 1956; 3rd ed. 1964: 51.
Luria,  Maxwell Sidney,  and  Richard L. Hoffman, eds.  
             Middle English Lyrics.
         New York: Norton, 1974: 99-101.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 5, no. 50.",ff. 75rb-75va,"…þe vnderfonge in fourme of bredant seþþe to
                    heouene þou vs led","Ker,  Neil Ripley. 
             “Introduction.” 
             Facsimile of British Museum MS. Harley 2253.
EETS
         o.s. 255 (1965).",,,
DIMEV 5075,WiltCorp,Undirected,283507,,1,,"One stanza only; listed in Hamer (1995)
XHamer,  Richard. 
             A Manuscript Index to the Index of Middle English Verse.
         London: British Library, 1995 as unidentified,
                    missing or destroyed","Brown,  Carleton Fairchild,
                        ed.  
             Religious Lyrics of the XIV Century.
         Oxford: Clarendon, 1924. 2nd ed., rev.: G. V. Smithers, Oxford,
            1952: 245.",,,,,,
DIMEV 5075,GSmith,Undirected,283508,,1,,"Fourteen stanzas; listed in Hamer (1995)
XHamer,  Richard. 
             A Manuscript Index to the Index of Middle English Verse.
         London: British Library, 1995 as unidentified,
                    missing or destroyed",,,,,,,
DIMEV 5075,YaleBei492,Undirected,283509,,1,"Swete ihesu king of blisseMin herd loue min herte
                    lise…",Fourteen quatrains,,ff. 104vb-105ra,"…þu bring me out of þis longingTo come to þe at
                    min ending",,,,
DIMEV 5215,BodAddE6,Undirected,283849,,1,"Þe blessyngge of þe hewene kyngAnd of his moder þat
                    swete þyng…","First poem on a parchment roll. At the start of the poem, Assit
                        principio sancta maria meo; the same line is repeated at the end of the
                    poem.","Monda,  J. B. 
             “The Sayings of Saint Bernard from MS Bodleian Addit. E.6.” 
             Mediaeval Studies
         32 (1970): 299-307: 299.",Part a (roll),"…Þat we mowenþy sone ysenIn ioȝe wyd outen
                    ende",,,,
DIMEV 5215,BodDig86,Undirected,283850,,1,"Þe blessinge of heuene kingAnd of his moder þat swete
                    þing…",,"Furnivall,  Frederick James,
                        ed.  
             The Minor Poems of the Vernon Manuscript, Part 2.
EETS
         o.s. 117 (1901; repr. 1973): 2.511-22, 757-63.
Varnhagen,  Hermann. 
             “Zu mittelenglischen gedichten: IV-X.” 
             Anglia
         3 (1880): 59-67, 275-92, 415-25, 533-51: 60-6.
Chambers,  Edmund Kerchever,  and  Frank Sidgwick.  
             Early English Lyrics….
         London: Buller, 1907, 1911 et seq: 163 (last l0 stanzas only).
Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 85-7.
Dickins,  Bruce,  and  Richard M. Wilson.  
             Early Middle English Texts.
         Cambridge: at the University Press, 1951: 127-8 (Ubi sunt st. only).
Kaiser,  Rolf,
                        ed.  
             Alt- und mittelenglische Anthologie.
         Berlin-Charlottenburg: E. Schütt, 1954: 194.
Kaiser,  Rolf,
                        ed.  
             Alt- und mittelenglische Anthologie.
         Berlin, 1954; 3rd ed.; trans. as  Medieval English: a
                Old English and Middle English Anthology Berlin West, 1958: 221 (Ubi sunt st. only).
Speirs,  John. 
             Medieval English Poetry: the non-Chaucerian Tradition.
         London: Faber, 1957: 89 (Ubi sunt st. only).
Davies,  Reginald Thorne. 
             Medieval English Lyrics: a critical anthology.
         London, 1963; Evanston, IL: Northwestern UP, 1964: 56-9.
Stevick,  Robert D.,
                        ed.  
             One Hundred Middle English Lyrics.
         Indianapolis: Bobbs-Merrill, 1964: 26-8 (Ubi sunt st. only).
Haskell,  Ann Sullivan,
                        ed.  
             A Middle English Anthology.
         Garden City, NY: Anchor, 1969; 2nd ed. Detroit: Wayne State UP,
            1985: 350 (final 10 stanzas).
Oliver,  Raymond. 
             Poems Without Names: The English Lyric 1200-1500.
         Berkeley, CA: University of California, 1970: 56 (Ubi sunt st. only).
Sisam,  Celia,  and  Kenneth Sisam, eds.  
             The Oxford Book of Medieval English Verse.
         Oxford: Clarendon, 1970: 21-3 (excerpts).
Silverstein,  Theodore,
                        ed.  
             Medieval English Lyrics.
         York Medieval Texts. London: Edw. Arnold, 1971: 30-2.
Luria,  Maxwell Sidney,  and  Richard L. Hoffman, eds.  
             Middle English Lyrics.
         New York: Norton, 1974: 12-13 (Ubi sunt st. only).",ff. 125v-127,"…Þat we moten þi sone I seenIn ioye wiþ outen
                    hende Amen","Tschann,  Judith A.,  and  Malcolm B. Parkes.  
             “Introduction.” 
             Facsimile of Oxford, Bodleian Library, MS Digby 86
EETS
         s.s. 16 (1996).",Les diz de seint bernard (f. 125v),,
DIMEV 5215,BodLauMis108,Undirected,283851,,1,"HErkineȝ me a luytel þroweȝe þat wolleȝ ou
                    self iknowe…",Without stanza 1.,"Furnivall,  Frederick James,
                        ed.  
             The Minor Poems of the Vernon Manuscript, Part 2.
EETS
         o.s. 117 (1901; repr. 1973): 2.511-22, 757-63.",ff. 198ra-199rb,"…Þat we moten þi sone iseonIn Ùye with outen
                    ende",,,,
DIMEV 5215,BLHar2253,Undirected,283852,,1,"Lustneþ alle a lutel þroweȝe þat wolleþ on
                    selue yknowe…",Without stanza 1.,"Furnivall,  Frederick James,
                        ed.  
             The Minor Poems of the Vernon Manuscript, Part 2.
EETS
         o.s. 117 (1901; repr. 1973): 2.511-22, 757-63.
Wright,  Thomas. 
             Specimens of Lyric Poetry composed in England in the Reign of Edward
                the First.
Percy Society
         4. London: Richard, 1842: 101-6.
Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 225-30.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 6, no. 74.",ff. 106ra-107rb,"…aȝeyn þy fo such staf þou nymant wrek þe
                    on þat þuef",,,,
DIMEV 5215,NLS1921,Undirected,283853,,1,"…Where ben men biforn ous wereÞat houndes ladden &
                    haukes bere…",Last seven stanzas only.,"Varnhagen,  Hermann. 
             “Zu mittelenglischen gedichten: IV-X.” 
             Anglia
         3 (1880): 59-67, 275-92, 415-25, 533-51: 291-2.
Laing,  David,
                        ed.  
             A Penni Worth of Witte, Florice and Blauncheflour….
Abbotsford Club
         29. Edinburgh, 1857: 119-20.",f. 280ra,"…& þe deþ be at our brestÞe soule mot to
                    heuen wende",,,,
DIMEV 5306,BLHar913,Undirected,284091,,1,"Þe grace of godde and holi churcheþroȝ uertu of
                    þe trinite…",,"Furnivall,  Frederick James. 
             Early English Poems and Lives of Saints.
Transactions of the London Philological Society
         1858; Pt. 2, Berlin, 1862: 1-7.
Mätzner,  Edouard Adolf Ferdinand. 
             Altenglische Sprachproben, I: Poesie.
         Berlin: Wiedmann, 1867: 1.115.
Heuser,  Wilhelm. 
             Die Kildare-Gedichte…
Bonner Beiträge zur Anglistik
         14. Bonn: P. Hanstein, 1904: 89-97.
Seymour,  St. John Delincourt. 
             Anglo-Irish Literature, 1200-1582.
         Cambridge: at the UP, 1929; and several repr: 58.",ff. 16-20,"…loke þat ȝe nab no wereFor seuȝer ȝe
                    habbiȝ to pardoun",,,,
DIMEV 5307,BLHar913,Undirected,284092,,1,"þe grace of god ful of miȝt þat is king and euer
                    wasMote amang vs aliȝt and ȝiue vs alle is swete
                    grace…",,"Furnivall,  Frederick James. 
             Early English Poems and Lives of Saints.
Transactions of the London Philological Society
         1858; Pt. 2, Berlin, 1862: 12-15.
Mätzner,  Edouard Adolf Ferdinand. 
             Altenglische Sprachproben, I: Poesie.
         Berlin: Wiedmann, 1867: 1.124.
Heuser,  Wilhelm. 
             Die Kildare-Gedichte…
Bonner Beiträge zur Anglistik
         14. Bonn: P. Hanstein, 1904: 106-12.",ff. 29v-31,"…þer after he steiȝ to heuen aboue þer ioi is
                    þat euer lestAn þer he sal al vs loue in his swet blisful
                    fest",,,,
DIMEV 5308,BLHar913,Undirected,284093,,1,"Þe grace of ihesu fulle of miȝteþroȜ prier of
                    ure swete leuedi…",,"Wright,  Thomas. 
             The Chester Plays.
         2 vols. London: Shakespeare Society, 1843, 1847: 2.219-21.
Furnivall,  Frederick James. 
             Early English Poems and Lives of Saints.
Transactions of the London Philological Society
         1858; Pt. 2, Berlin, 1862: 7-12.
Mätzner,  Edouard Adolf Ferdinand. 
             Altenglische Sprachproben, I: Poesie.
         Berlin: Wiedmann, 1867: 1.120.
Heuser,  Wilhelm. 
             Die Kildare-Gedichte…
Bonner Beiträge zur Anglistik
         14. Bonn: P. Hanstein, 1904: 100-5.",ff. 20-21v,"…þe xii dai þe fure elemens sul cri al in one heiȝ
                    steuenemerci ihesu fiz mari as þou ert god and king of
                    heuene",,,,
DIMEV 5337,BodLauMis108,Undirected,284140,,1,"ÞE holie rode i founde was ase ich eov nouþe may
                    telleCostantyn þe Aumperour muche heþene folk gan a
                    quelle…",,"Horstmann,  Carl. 
             “Die Legenden des ms. Laud 108.” 
             Archiv für das Studium der neueren Sprachen und
                Literaturen
         4 (1872): 395-414: 401 (lines 1-10 only).
Horstmann,  Carl,
                        ed.  
             The Early South-English Legendary.
EETS
         o.s. 87 (1887; repr. 1987): 1-19.",ff. 23-29v,"…Nouȝe god for þe rode loue þat þou were on
                    idobringue us to þe heiȝe Ioye þat þou us bouȝtest
                    to",,,,
DIMEV 5355,BLHar913,Undirected,284234,,1,"Þe king of heuen mid us beþe fende of helle from us
                    te…","The text starts on f. 48, and continues onto f. 22, ending on f.
                        22v. The verse moves from one verse line per manuscript line to
                    two verse lines per manuscript line, when it begins to discuss the sin of Pride
                    (f. 48v).","Furnivall,  Frederick James. 
             Early English Poems and Lives of Saints.
Transactions of the London Philological Society
         1858; Pt. 2, Berlin, 1862: 17-20.
Heuser,  Wilhelm. 
             Die Kildare-Gedichte…
Bonner Beiträge zur Anglistik
         14. Bonn: P. Hanstein, 1904: 119-24.",ff. 48-48v;  22-22v,"…And more loue of gode manAnoþer wol after
                    þan",,,,
DIMEV 5389,BodDig86,Undirected,284305,,1,"Þe mon þat þe hare I metNe shal him neuere be
                    þe bet…",,"Wright,  Thomas,  and  James Orchard Halliwell-Phillipps, eds.  
             Reliquiae Antiquae.
         2 vols. London: Smith, 1845: 1.133-4.
Ross,  Alan S. C. 
             “The Middle English Names of a Hare.” 
             Proceedings of the Leeds Philosophical and Literary Society
         3 (1932-5): 347-77.",ff. 168-168v,"…Þat þou come to me dedOþer in ciue oþer
                    in bred Amen","Tschann,  Judith A.,  and  Malcolm B. Parkes.  
             “Introduction.” 
             Facsimile of Oxford, Bodleian Library, MS Digby 86
EETS
         s.s. 16 (1996).",Les nouns de vn leure en engleis (f. 168),,
