,UUID,FILE,QUOTE_TRANSCRIPTION,start,end,TYPE,TAGS,COMMENTS,GROUP_ID
4209,4d7ffaf0-9aa6-435d-b516-bc226c10183c,Tite_entries_entry-1285.0_cleopatra-ei.txt,Hart,1299,1302,PERSON,Agent,,c595def0-b904-4dd3-9665-7b870fa05362
4210,cfdd7d58-d404-423c-88c2-16f604c0e20e,Tite_entries_entry-1285.0_cleopatra-ei.txt,(131.1,1305,1310,,List Reference,,c595def0-b904-4dd3-9665-7b870fa05362
4211,311fab42-1334-401b-949c-4704830c45ef,Tite_entries_entry-1285.0_cleopatra-ei.txt,"this, Cleo. E.II, III, F.I or ID",1321,1352,,Uncertain Book,,c595def0-b904-4dd3-9665-7b870fa05362
4212,13f0fb1b-7bf4-431d-bdee-7b262224bac6,Tite_entries_entry-1285.0_cleopatra-ei.txt,"(? of fols 183-87, art. 41,        of this or ? Cleo. B.XII) Henry Howard,  ¢.1612 (21.6);",1356,1445,,Loan,,13f0fb1b-7bf4-431d-bdee-7b262224bac6
4213,8ed6cea6-dd0d-44ec-a242-f9aebd05157d,Tite_entries_entry-1285.0_cleopatra-ei.txt,"? of fols 183-87, art. 41,        of this or ? Cleo. B.XII",1357,1414,,Partial|Uncertain Book,,13f0fb1b-7bf4-431d-bdee-7b262224bac6
4214,608c4a69-7f8d-4705-b167-57125a31787a,Tite_entries_entry-1285.0_cleopatra-ei.txt,Henry Howard,1417,1428,PERSON,,,13f0fb1b-7bf4-431d-bdee-7b262224bac6
4215,b5e91c05-c4b7-41a0-910f-9f45147bce93,Tite_entries_entry-1285.0_cleopatra-ei.txt,¢.1612,1432,1437,,Date,,13f0fb1b-7bf4-431d-bdee-7b262224bac6
4216,3488cd55-cd0e-48e8-bfc5-b0c11ef7a5a4,Tite_entries_entry-1285.0_cleopatra-ei.txt,(21.6,1439,1443,,List Reference,,13f0fb1b-7bf4-431d-bdee-7b262224bac6
4217,dc20afac-e1e8-4f7e-9b71-12bedb74bbd6,Tite_entries_entry-1285.0_cleopatra-ei.txt,"(? of fols 183-87, art. 41) ? James I, ¢.1615-17 (93.3: ?         this)",1455,1525,,Loan|Uncertain Book,,dc20afac-e1e8-4f7e-9b71-12bedb74bbd6
4218,c6aa6839-ae39-4eee-b296-a56843a10c67,Tite_entries_entry-1285.0_cleopatra-ei.txt,"? of fols 183-87, art. 41",1456,1480,,Partial,,dc20afac-e1e8-4f7e-9b71-12bedb74bbd6
4219,61a5b687-f5b2-40a5-bb66-290cbeb81ba4,Tite_entries_entry-1285.0_cleopatra-ei.txt,? James I,1483,1491,PERSON,Uncertain Person,,dc20afac-e1e8-4f7e-9b71-12bedb74bbd6
4220,aa61630a-0e23-4010-8a35-bb70341ba165,Tite_entries_entry-1285.0_cleopatra-ei.txt,¢.1615-17,1494,1502,,Date,,dc20afac-e1e8-4f7e-9b71-12bedb74bbd6
4221,9200f51b-65d4-456a-adf2-e2b02b1dffdf,Tite_entries_entry-1285.0_cleopatra-ei.txt,93.3,1505,1508,,List Reference,,dc20afac-e1e8-4f7e-9b71-12bedb74bbd6
4222,b69de943-6d68-4773-915e-bb7058ee1ce4,Tite_entries_entry-1285.0_cleopatra-ei.txt,"(? of fol. 213, art. 54) ? James I, c.1615-17 (93.4:         ? this);",1528,1596,,Loan|Uncertain Book,,b69de943-6d68-4773-915e-bb7058ee1ce4
4223,1c5c1480-b865-487a-989a-a7d9b789d878,Tite_entries_entry-1285.0_cleopatra-ei.txt,"? of fol. 213, art. 54",1529,1550,,Partial,,b69de943-6d68-4773-915e-bb7058ee1ce4
4224,8690bd35-7f67-4b62-b4fb-2b5a07dec604,Tite_entries_entry-1285.0_cleopatra-ei.txt,? James I,1553,1561,PERSON,Uncertain Person,,b69de943-6d68-4773-915e-bb7058ee1ce4
4225,cffc705e-5711-4ce6-bc47-fe1247bb6a3d,Tite_entries_entry-1285.0_cleopatra-ei.txt,c.1615-17,1564,1572,,List Reference,,b69de943-6d68-4773-915e-bb7058ee1ce4
4226,6fa62011-541c-4c8b-9ce3-54272c374d4b,Tite_entries_entry-1285.0_cleopatra-ei.txt,93.4,1575,1578,,List Reference,,b69de943-6d68-4773-915e-bb7058ee1ce4
4227,b9942b3a-ea53-4ca9-b90b-4a449deecaee,Tite_entries_entry-1285.0_cleopatra-ei.txt,"(? of fols 155-56, art. 39) ? James I, c.1615-17         (93.5: ? this)",1598,1668,,Loan|Uncertain Book,,b9942b3a-ea53-4ca9-b90b-4a449deecaee
4228,2883cd6d-8dcf-48d3-82b2-9ac51ebe27ce,Tite_entries_entry-1285.0_cleopatra-ei.txt,"? of fols 155-56, art. 39",1599,1623,,List Reference,,b9942b3a-ea53-4ca9-b90b-4a449deecaee
4229,804693ec-1786-4bcf-a54b-8951a09086d1,Tite_entries_entry-1285.0_cleopatra-ei.txt,? James I,1626,1634,PERSON,Uncertain Person,,b9942b3a-ea53-4ca9-b90b-4a449deecaee
4230,71287a8e-1242-45d0-b38b-e59e222a3b1c,Tite_entries_entry-1285.0_cleopatra-ei.txt,c.1615-17,1637,1645,,List Reference,,b9942b3a-ea53-4ca9-b90b-4a449deecaee
4231,a3917cb8-5f78-43c9-b9c9-5e8eec76c50d,Tite_entries_entry-1285.0_cleopatra-ei.txt,"(of fols 189-90, art. 45) George Carew (d.         1629), 1616 (106.3)",1671,1740,,Loan,,a3917cb8-5f78-43c9-b9c9-5e8eec76c50d
4232,a6a9a100-32de-49ae-90b6-4c429310c244,Tite_entries_entry-1285.0_cleopatra-ei.txt,"of fols 189-90, art. 45",1672,1694,,List Reference,,a3917cb8-5f78-43c9-b9c9-5e8eec76c50d
4233,ed6055e0-4111-4e92-8b52-7c50ab550a95,Tite_entries_entry-1285.0_cleopatra-ei.txt,George Carew,1697,1708,PERSON,,,a3917cb8-5f78-43c9-b9c9-5e8eec76c50d
4234,abf6051f-14bb-4c0e-b4a6-ffe534a90182,Tite_entries_entry-1285.0_cleopatra-ei.txt,1616,1729,1732,,Date,,a3917cb8-5f78-43c9-b9c9-5e8eec76c50d
4235,755c8a59-7a0e-4925-97e3-ffd2191c3725,Tite_entries_entry-1285.0_cleopatra-ei.txt,106.3,1735,1739,,List Reference,,a3917cb8-5f78-43c9-b9c9-5e8eec76c50d
4236,876b0893-ea9e-4813-a705-7d29db1a3a58,Tite_entries_entry-1285.0_cleopatra-ei.txt,Basil Brooke,1743,1754,PERSON,,,ad53ea66-daa7-46ad-b9f2-6601a4a1c31b
4237,ad53ea66-daa7-46ad-b9f2-6601a4a1c31b,Tite_entries_entry-1285.0_cleopatra-ei.txt,"Basil Brooke, by 1631 (113.27; this,         Cleo. E.II, III, F.I or II)",1743,1814,,Loan,,ad53ea66-daa7-46ad-b9f2-6601a4a1c31b
4238,29baca1f-d886-492a-a6a9-93ac6200e5c3,Tite_entries_entry-1285.0_cleopatra-ei.txt,by 1631,1757,1763,,Date,,ad53ea66-daa7-46ad-b9f2-6601a4a1c31b
4239,44291946-0405-45df-8d53-5c5392d959d3,Tite_entries_entry-1285.0_cleopatra-ei.txt,113.27,1766,1771,,List Reference,,ad53ea66-daa7-46ad-b9f2-6601a4a1c31b
4240,c40e0875-3760-4e06-b00d-8fc2b6f4b1cb,Tite_entries_entry-1285.0_cleopatra-ei.txt,"this,         Cleo. E.II, III, F.I or II",1774,1813,,Uncertain Book,,ad53ea66-daa7-46ad-b9f2-6601a4a1c31b
4241,24d32b4f-a19e-4763-8213-f9b9399d71ac,Tite_entries_entry-1285.0_cleopatra-ei.txt,"; Godfrey Goodman, 1653 (245);",1815,1844,,Loan,,24d32b4f-a19e-4763-8213-f9b9399d71ac
4242,8c5f619b-5d41-4074-ab29-27f2d3e19f45,Tite_entries_entry-1285.0_cleopatra-ei.txt,Godfrey Goodman,1817,1831,PERSON,,,24d32b4f-a19e-4763-8213-f9b9399d71ac
4243,fc447627-62f9-4b33-add4-e2cc192e8006,Tite_entries_entry-1285.0_cleopatra-ei.txt,1653,1834,1837,,Date,,24d32b4f-a19e-4763-8213-f9b9399d71ac
4244,ae3f0291-7231-45b6-a3a8-47ed5fc261d4,Tite_entries_entry-1285.0_cleopatra-ei.txt,245,1840,1842,,List Reference,,24d32b4f-a19e-4763-8213-f9b9399d71ac
4245,2b33da2d-afb7-457b-b16b-3a972e17f6d3,Tite_entries_entry-1285.0_cleopatra-ei.txt,Goodman,1854,1860,PERSON,,Godfrey Goodman,f31a30a4-9d56-4d36-8ba8-5ee671b6f273
4246,f31a30a4-9d56-4d36-8ba8-5ee671b6f273,Tite_entries_entry-1285.0_cleopatra-ei.txt,"Goodman,  ¢.1654 (252).",1854,1876,,Loan,,f31a30a4-9d56-4d36-8ba8-5ee671b6f273
4247,7cbdf3b0-178f-4fb5-a45c-095baf6de869,Tite_entries_entry-1285.0_cleopatra-ei.txt,¢.1654,1864,1869,,Date,,f31a30a4-9d56-4d36-8ba8-5ee671b6f273
4248,6c86c68b-e4c2-4996-93f5-9db450d53ff4,Tite_entries_entry-1285.0_cleopatra-ei.txt,252,1872,1874,,List Reference,,f31a30a4-9d56-4d36-8ba8-5ee671b6f273
4249,1d1783d3-f80e-4c60-9560-6ac7e278f55b,Tite_entries_entry-1302.0_cleopatra-fvii.txt,"(of fols 83-292,  art. 6) John Donne,  1602-4          (letter to Cotton on fols 293-94v, from Pyrford, Surrey,          where Donne   was living until 1604: DNB.  Art. 6 is          Diego de Valdés’s printed tract, De dignitate regum          regnorumque   Hispaniae  ..., published  in  1602.);",171,466,,Loan,,1d1783d3-f80e-4c60-9560-6ac7e278f55b
4250,4f9f21f3-004f-4b41-98ce-230bd540aa35,Tite_entries_entry-1302.0_cleopatra-fvii.txt,"of fols 83-292,  art. 6",172,194,,Partial,,1d1783d3-f80e-4c60-9560-6ac7e278f55b
4251,976ab52f-e7cc-4206-a5af-cbb034ffa346,Tite_entries_entry-1302.0_cleopatra-fvii.txt,John Donne,197,206,PERSON,,,1d1783d3-f80e-4c60-9560-6ac7e278f55b
4252,08e64981-3a95-448f-bcb5-ba89cab70695,Tite_entries_entry-1302.0_cleopatra-fvii.txt,1602-4,210,215,,Date,,1d1783d3-f80e-4c60-9560-6ac7e278f55b
4253,67363fcc-3ca9-4dd1-954f-4cc1c16fc6fd,Tite_entries_entry-1302.0_cleopatra-fvii.txt,Thomas   Wilson,476,490,PERSON,Agent,,576cbd5c-3f3d-4566-b0c4-b102ae585ea4
4254,576cbd5c-3f3d-4566-b0c4-b102ae585ea4,Tite_entries_entry-1302.0_cleopatra-fvii.txt,"Thomas   Wilson, for Robert Cecil, c.1605-12 (12.9).",476,527,,Loan,,576cbd5c-3f3d-4566-b0c4-b102ae585ea4
4255,2ed6260d-c932-4abd-b04a-f6d5dd29775f,Tite_entries_entry-1302.0_cleopatra-fvii.txt,"Robert Cecil,",497,509,PERSON,,,576cbd5c-3f3d-4566-b0c4-b102ae585ea4
4256,9d472335-2c33-4afb-92cb-f9a7c8c87dc9,Tite_entries_entry-1302.0_cleopatra-fvii.txt,c.1605-12,511,519,,Date,,576cbd5c-3f3d-4566-b0c4-b102ae585ea4
4257,a0d5f39a-c346-4ba2-8155-4395a808aa9c,Tite_entries_entry-1302.0_cleopatra-fvii.txt,12.9,522,525,,List Reference,,576cbd5c-3f3d-4566-b0c4-b102ae585ea4
4258,7cfb7725-6791-4069-965e-cc14091ad585,Tite_entries_entry-1301.0_cleopatra-fvi.txt,"(of at least fols 129-316, art. 11) Henry Howard,          ¢.1612 (21.10, 52.5), cf. Bodl., MS Smith 71 (SC 15677),          p.18",285,413,,Loan,,7cfb7725-6791-4069-965e-cc14091ad585
4259,1fdaec87-918c-460a-a7f0-712e8d0d0efa,Tite_entries_entry-1301.0_cleopatra-fvi.txt,"of at least fols 129-316, art. 11",286,318,,Partial,,7cfb7725-6791-4069-965e-cc14091ad585
4260,6c66e48a-bd01-4c22-8f5d-6d13afac877b,Tite_entries_entry-1301.0_cleopatra-fvi.txt,Henry Howard,321,332,PERSON,,,7cfb7725-6791-4069-965e-cc14091ad585
4261,ea84ca89-0bad-42c9-abef-98406ebfc5d6,Tite_entries_entry-1301.0_cleopatra-fvi.txt,¢.1612,344,349,,Date,,7cfb7725-6791-4069-965e-cc14091ad585
4262,22eefd3a-346b-4474-b5ea-a8e46dcba43f,Tite_entries_entry-1301.0_cleopatra-fvi.txt,"21.10, 52.5",352,362,,List Reference,,7cfb7725-6791-4069-965e-cc14091ad585
4263,3d2d282e-48d1-47f1-a462-870941da9ab5,Tite_entries_entry-1301.0_cleopatra-fvi.txt,"? Howard, ¢.1614 (121.3, and see below)",416,454,,Loan,,3d2d282e-48d1-47f1-a462-870941da9ab5
4264,2a167ebc-964b-4cfd-b783-d4fc69df2e70,Tite_entries_entry-1301.0_cleopatra-fvi.txt,? Howard,416,423,PERSON,Uncertain Person,Henry Howard,3d2d282e-48d1-47f1-a462-870941da9ab5
4265,aabe0f02-4fc5-4c2b-81b6-287f323b4f42,Tite_entries_entry-1301.0_cleopatra-fvi.txt,¢.1614,426,431,,Date,,3d2d282e-48d1-47f1-a462-870941da9ab5
4266,a721daeb-b7f8-4c72-8df9-d5a69ded5ee5,Tite_entries_entry-1301.0_cleopatra-fvi.txt,121.3,434,438,,List Reference,,3d2d282e-48d1-47f1-a462-870941da9ab5
4267,5680d846-dd64-46ce-ab2e-fcf188689728,Tite_entries_entry-1301.0_cleopatra-fvi.txt,Francis          Bacon,457,478,PERSON,,,3abb8a48-8140-4e49-973b-15294f91f8de
4268,3abb8a48-8140-4e49-973b-15294f91f8de,Tite_entries_entry-1301.0_cleopatra-fvi.txt,"Francis          Bacon, ¢.1616 (104.1)",457,494,,Loan,,3abb8a48-8140-4e49-973b-15294f91f8de
4269,5b850735-a4bf-4234-8f37-0f6b6b84885e,Tite_entries_entry-1301.0_cleopatra-fvi.txt,¢.1616,481,486,,date|Date,,3abb8a48-8140-4e49-973b-15294f91f8de
4270,709b655a-19dd-4c93-9b90-2bf03e74f9d9,Tite_entries_entry-1301.0_cleopatra-fvi.txt,104.1,489,493,,List Reference,,3abb8a48-8140-4e49-973b-15294f91f8de
4271,6c706208-f42b-463c-91be-c23cf63c41b2,Tite_entries_entry-1301.0_cleopatra-fvi.txt,"Bacon, ¢.1616 (104.2: ? this, if          as is possible the roll listed at 104.2 was cut up and          incorporated in F:VI)",497,623,,Loan|Uncertain Book,,6c706208-f42b-463c-91be-c23cf63c41b2
4272,af045d17-284a-42bc-ad71-ea44a4b746e3,Tite_entries_entry-1301.0_cleopatra-fvi.txt,Bacon,497,501,PERSON,,Francis Bacon,6c706208-f42b-463c-91be-c23cf63c41b2
4273,323163cb-3b9a-47b8-b456-e30f02ab9c30,Tite_entries_entry-1301.0_cleopatra-fvi.txt,¢.1616,504,509,,Date,,6c706208-f42b-463c-91be-c23cf63c41b2
4274,60e8b19d-d917-45c7-b2db-0a43b0ea6d41,Tite_entries_entry-1301.0_cleopatra-fvi.txt,104.2,512,516,,List Reference,,6c706208-f42b-463c-91be-c23cf63c41b2
4275,3cabe583-94bf-489f-9d4a-246bc42e83be,Tite_entries_entry-1301.0_cleopatra-fvi.txt,"Henry  Montagu,  1621  (2.22);",626,655,,Loan,,3cabe583-94bf-489f-9d4a-246bc42e83be
4276,4ffa9763-dec0-43d4-8548-9c7017887520,Tite_entries_entry-1301.0_cleopatra-fvi.txt,Henry  Montagu,626,639,PERSON,,,3cabe583-94bf-489f-9d4a-246bc42e83be
4277,f5e9e406-2376-4546-8ed0-55f41e493cba,Tite_entries_entry-1301.0_cleopatra-fvi.txt,1621,643,646,,Date,,3cabe583-94bf-489f-9d4a-246bc42e83be
4278,262f48df-5aad-464e-aaff-7a5181c0a065,Tite_entries_entry-1301.0_cleopatra-fvi.txt,(2.22,649,653,,List Reference,,3cabe583-94bf-489f-9d4a-246bc42e83be
4279,79eaf08e-09c3-4aa6-be8e-6b26a2e9fa73,Tite_entries_entry-1301.0_cleopatra-fvi.txt,Henry   Bourchier,666,682,PERSON,,,cc0bbc9f-4df4-45f7-8bef-44f9fcf9f191
4280,cc0bbc9f-4df4-45f7-8bef-44f9fcf9f191,Tite_entries_entry-1301.0_cleopatra-fvi.txt,"Henry   Bourchier,  1621  (2.83)",666,697,,Loan,,cc0bbc9f-4df4-45f7-8bef-44f9fcf9f191
4281,a991a5c6-9e28-460f-ad77-a8b9cc7e21d3,Tite_entries_entry-1301.0_cleopatra-fvi.txt,1621,686,689,,Date,,cc0bbc9f-4df4-45f7-8bef-44f9fcf9f191
4282,faf7011f-fa8f-4370-8580-dea3f64caed0,Tite_entries_entry-1301.0_cleopatra-fvi.txt,2.83,693,696,,List Reference,,cc0bbc9f-4df4-45f7-8bef-44f9fcf9f191
4283,4e8d4c6b-27f9-4d24-a987-79a7ff7e2f12,Tite_entries_entry-1301.0_cleopatra-fvi.txt,"Thomas    Howard,          1621-22 (2.114)",700,741,,Loan,,4e8d4c6b-27f9-4d24-a987-79a7ff7e2f12
4284,4b6a3497-4037-4de0-a4c3-acf36e6eb871,Tite_entries_entry-1301.0_cleopatra-fvi.txt,Thomas    Howard,700,715,PERSON,,,4e8d4c6b-27f9-4d24-a987-79a7ff7e2f12
4285,ebd52ccb-209b-46da-aa4e-8ef21c840e0d,Tite_entries_entry-1301.0_cleopatra-fvi.txt,1621-22,727,733,,Date,,4e8d4c6b-27f9-4d24-a987-79a7ff7e2f12
4286,b5de1df1-60b8-4ab3-85e8-3c6a24931572,Tite_entries_entry-1301.0_cleopatra-fvi.txt,(2.114,735,740,,List Reference,,4e8d4c6b-27f9-4d24-a987-79a7ff7e2f12
4287,8168ba0e-9003-4c09-92ba-073d49a7c4e6,Tite_entries_entry-1301.0_cleopatra-fvi.txt,Montagu,744,750,PERSON,,Henry,7466e6a9-3360-4a95-8c70-955865dfa632
4288,7466e6a9-3360-4a95-8c70-955865dfa632,Tite_entries_entry-1301.0_cleopatra-fvi.txt,"Montagu, by 1631 (113.9)",744,767,,Loan,,7466e6a9-3360-4a95-8c70-955865dfa632
4289,a96bbbae-fbad-4002-b286-da88c1d1f5bb,Tite_entries_entry-1301.0_cleopatra-fvi.txt,by 1631,753,759,,Date,,7466e6a9-3360-4a95-8c70-955865dfa632
4290,322bccef-aefd-4fa2-b482-25bb2f1dd8a1,Tite_entries_entry-1301.0_cleopatra-fvi.txt,113.9,762,766,,List Reference,,7466e6a9-3360-4a95-8c70-955865dfa632
4291,dfc907f3-94e6-4364-98bc-c83d3889a7c3,Tite_entries_entry-1301.0_cleopatra-fvi.txt,? Montagu,770,778,PERSON,Uncertain Person,Henry,ca47f77e-1a70-4cdc-9c81-a141b3cc3daa
4292,ca47f77e-1a70-4cdc-9c81-a141b3cc3daa,Tite_entries_entry-1301.0_cleopatra-fvi.txt,"? Montagu,          by  1631  (120.4)",770,806,,Loan,,ca47f77e-1a70-4cdc-9c81-a141b3cc3daa
4293,48eaf423-af6e-4392-9bae-c187ec8e1eb1,Tite_entries_entry-1301.0_cleopatra-fvi.txt,by  1631,790,797,,Date,,ca47f77e-1a70-4cdc-9c81-a141b3cc3daa
4294,e520ec9d-f17f-41e1-b5f4-7e6e9f530335,Tite_entries_entry-1301.0_cleopatra-fvi.txt,120.4),801,806,,List Reference,,ca47f77e-1a70-4cdc-9c81-a141b3cc3daa
4295,cb8b94ee-6c42-46da-b5e6-ac38fa552a3f,Tite_entries_entry-1301.0_cleopatra-fvi.txt,John   Selden,809,821,PERSON,,,f7772f43-f0b5-4cd0-bb42-c7b3050ee419
4296,f7772f43-f0b5-4cd0-bb42-c7b3050ee419,Tite_entries_entry-1301.0_cleopatra-fvi.txt,"John   Selden, ¢.1638  (163.17: ?          this).",809,857,,Loan|Uncertain Book,,f7772f43-f0b5-4cd0-bb42-c7b3050ee419
4297,6260f153-450c-4b60-8ddd-9c61424799ab,Tite_entries_entry-1301.0_cleopatra-fvi.txt,¢.1638,824,829,,Date,,f7772f43-f0b5-4cd0-bb42-c7b3050ee419
4298,72972b7f-2bf0-43f4-85f1-7ffcdbb40a08,Tite_entries_entry-1301.0_cleopatra-fvi.txt,163.17,833,838,,List Reference,,f7772f43-f0b5-4cd0-bb42-c7b3050ee419
4299,e7c4a079-76de-4fb2-9280-6bbbd11b6189,Tite_entries_entry-1301.0_cleopatra-fvi.txt,1621,1587,1590,,Date,,
4300,a8fc6182-3839-4f55-b076-a4b66eb1b8d5,Tite_entries_entry-1286.0_cleopatra-eii.txt,"Richard  Bancroft, 1607-10, by hand of Zachariah        Pasfeild (30.6: this, Cleo. E.1, III, F.1 or II)",153,256,,Loan,,a8fc6182-3839-4f55-b076-a4b66eb1b8d5
4301,d8833030-6531-446f-9f15-0923b1a0e02a,Tite_entries_entry-1286.0_cleopatra-eii.txt,Richard  Bancroft,153,169,PERSON,,,a8fc6182-3839-4f55-b076-a4b66eb1b8d5
4302,780ce493-e95b-4237-a799-5dffc959e31a,Tite_entries_entry-1286.0_cleopatra-eii.txt,"1607-10,",172,179,,Date,,a8fc6182-3839-4f55-b076-a4b66eb1b8d5
4303,5c20fd76-526f-42ed-a7e3-5212878b8d64,Tite_entries_entry-1286.0_cleopatra-eii.txt,Zachariah        Pasfeild,192,216,PERSON,Agent,,a8fc6182-3839-4f55-b076-a4b66eb1b8d5
4304,e25b2602-7554-4d94-950d-f515377abe3a,Tite_entries_entry-1286.0_cleopatra-eii.txt,30.6,219,222,,List Reference,,a8fc6182-3839-4f55-b076-a4b66eb1b8d5
4305,1eefaac4-6c97-4de2-b6a4-0a1884b32017,Tite_entries_entry-1286.0_cleopatra-eii.txt,"this, Cleo. E.1, III, F.1 or II",225,255,,Uncertain Book,,a8fc6182-3839-4f55-b076-a4b66eb1b8d5
4306,e1f4ac33-8f75-4740-acca-61d98a5d58cf,Tite_entries_entry-1286.0_cleopatra-eii.txt,Bancroft,259,266,PERSON,Uncertain Person,,6d1f866d-ba0f-44ea-9d61-eab3cbadcae7
4307,6d1f866d-ba0f-44ea-9d61-eab3cbadcae7,Tite_entries_entry-1286.0_cleopatra-eii.txt,"Bancroft or        George  Abbot, 1610-12, via Hart (131.1: this, Cleo. E.I, IIL, F.I or II)",259,350,,Loan,,6d1f866d-ba0f-44ea-9d61-eab3cbadcae7
4308,19607205-d4a8-429a-ba6d-ba6ef200ffe8,Tite_entries_entry-1286.0_cleopatra-eii.txt,George  Abbot,278,290,PERSON,Uncertain Person,,6d1f866d-ba0f-44ea-9d61-eab3cbadcae7
4309,453d4ad6-67c8-4fca-a91a-d1b1013c0d1c,Tite_entries_entry-1286.0_cleopatra-eii.txt,1610-12,293,299,,Date,,6d1f866d-ba0f-44ea-9d61-eab3cbadcae7
4310,ad9383fb-aae5-4924-b32a-c0c4a5bd501b,Tite_entries_entry-1286.0_cleopatra-eii.txt,Hart,306,309,PERSON,Agent,,6d1f866d-ba0f-44ea-9d61-eab3cbadcae7
4311,8f1dbd11-1c01-4539-9dca-4f4bbe00e61a,Tite_entries_entry-1286.0_cleopatra-eii.txt,131.1,312,316,,List Reference,,6d1f866d-ba0f-44ea-9d61-eab3cbadcae7
4312,0c1dca25-222d-4cab-bf50-022d49032c43,Tite_entries_entry-1286.0_cleopatra-eii.txt,"this, Cleo. E.I, IIL, F.I or II",319,349,,Uncertain Book,,6d1f866d-ba0f-44ea-9d61-eab3cbadcae7
4313,9fc9eaa9-78f1-4d20-971a-ffcc6645a95f,Tite_entries_entry-1286.0_cleopatra-eii.txt,Basil Brooke,354,365,PERSON,,,16be575e-4093-40ea-9fea-35cc001b323b
4314,16be575e-4093-40ea-9fea-35cc001b323b,Tite_entries_entry-1286.0_cleopatra-eii.txt,"Basil Brooke, by 1631 (113.27: this, Cleo.            E.I, IIL, F.1 or ID).",354,428,,Loan,,16be575e-4093-40ea-9fea-35cc001b323b
4315,b2954d2d-ed8d-42dc-b37b-e73d9e3fa557,Tite_entries_entry-1286.0_cleopatra-eii.txt,by 1631,368,374,,Date,,16be575e-4093-40ea-9fea-35cc001b323b
4316,d6047075-dcb8-4afa-9551-5664c7caf626,Tite_entries_entry-1286.0_cleopatra-eii.txt,113.27,377,382,,List Reference,,16be575e-4093-40ea-9fea-35cc001b323b
4317,4db41a60-2ab8-44d7-818b-779e4286f099,Tite_entries_entry-1286.0_cleopatra-eii.txt,"this, Cleo.            E.I, IIL, F.1 or ID)",385,427,,Uncertain Book,,16be575e-4093-40ea-9fea-35cc001b323b
4318,ce6c1150-665c-4930-8dae-2a8b820091d7,Tite_entries_entry-1289.0_cleopatra-eiii.txt,Richard  Bancroft,211,227,PERSON,,,7e4a0f0d-23ac-4e7c-a359-a4f8a3fafaa7
4319,7e4a0f0d-23ac-4e7c-a359-a4f8a3fafaa7,Tite_entries_entry-1289.0_cleopatra-eiii.txt,"Richard  Bancroft, 1607-10, by hand of ‘Zachariah            Pasfeild (30.6: this, Cleo. E.I, I, F.I or 11)",211,317,,Loan,,7e4a0f0d-23ac-4e7c-a359-a4f8a3fafaa7
4320,989a693d-d93c-43c7-a4c1-2964bd0e95a1,Tite_entries_entry-1289.0_cleopatra-eiii.txt,1607-10,230,236,,Date,,7e4a0f0d-23ac-4e7c-a359-a4f8a3fafaa7
4321,a40ed796-4c01-4fde-8789-b9dddcb3bbbf,Tite_entries_entry-1289.0_cleopatra-eiii.txt,Zachariah            Pasfeild,251,279,PERSON,Agent,,7e4a0f0d-23ac-4e7c-a359-a4f8a3fafaa7
4322,fa1dfc78-8e7a-4324-a593-ee4372a3b218,Tite_entries_entry-1289.0_cleopatra-eiii.txt,30.6,282,285,,List Reference,,7e4a0f0d-23ac-4e7c-a359-a4f8a3fafaa7
4323,8c59b1de-3a61-432a-9b7d-3eed34970e8a,Tite_entries_entry-1289.0_cleopatra-eiii.txt,"this, Cleo. E.I, I, F.I or 11",288,316,,Uncertain Book,,7e4a0f0d-23ac-4e7c-a359-a4f8a3fafaa7
4324,6f534eb5-e6d7-4074-ba6d-c8e44af59e96,Tite_entries_entry-1289.0_cleopatra-eiii.txt,"(? of fols            80-81, art. 43) William Crashaw,  1609 (Jul. C.III, fol.            125)",320,413,,Loan,,6f534eb5-e6d7-4074-ba6d-c8e44af59e96
4325,b4f41b7b-0405-495b-a514-b71186865d74,Tite_entries_entry-1289.0_cleopatra-eiii.txt,"? of fols            80-81, art. 43",321,355,,Partial,,6f534eb5-e6d7-4074-ba6d-c8e44af59e96
4326,517ce250-41a7-4bb1-a07b-e5c1c0a7056f,Tite_entries_entry-1289.0_cleopatra-eiii.txt,William Crashaw,358,372,PERSON,,,6f534eb5-e6d7-4074-ba6d-c8e44af59e96
4327,56348855-bd8e-49c3-9f51-68e957a3e5d6,Tite_entries_entry-1289.0_cleopatra-eiii.txt,1609,376,379,,Date,,6f534eb5-e6d7-4074-ba6d-c8e44af59e96
4328,1e31f7e3-9be5-4164-bb21-dca70e4d4a87,Tite_entries_entry-1289.0_cleopatra-eiii.txt,"Jul. C.III, fol.            125)",382,413,,List Reference,,6f534eb5-e6d7-4074-ba6d-c8e44af59e96
4329,4b93a86f-2c38-4b2c-ad55-de4105660c10,Tite_entries_entry-1289.0_cleopatra-eiii.txt,Bancroft,416,423,PERSON,,Richard Bancroft,d8f07d97-6545-4d9f-9845-ec8cb4a9bb6c
4330,d8f07d97-6545-4d9f-9845-ec8cb4a9bb6c,Tite_entries_entry-1289.0_cleopatra-eiii.txt,"Bancroft  or George  Abbot,  1610-12, via Hart            (131.1: this, Cleo. E.I, II, F.I or II)",416,512,,Loan,,d8f07d97-6545-4d9f-9845-ec8cb4a9bb6c
4331,ef7733bf-62d2-4eba-bfe7-9fcd1b1b5b97,Tite_entries_entry-1289.0_cleopatra-eiii.txt,George  Abbot,429,441,PERSON,,,d8f07d97-6545-4d9f-9845-ec8cb4a9bb6c
