CatalogNum	UUID	QUOTE_TRANSCRIPTION	Person	AuctionYear	Lot	PersonUUID
842	83100a14-caef-4dae-b506-661a22814f6f	W.Arnold                                (II, 1901, Lot 295)	Arnold	1901	295	e9596d0a-8eac-4d9d-a86e-afad19c1ef58
842	18dc15b0-b548-4728-bc58-e6f6969fc09b	Hagen (1918, Lot 1033)	Hagen	1918	1033	bb42da39-d0d7-42f3-b289-eca6336dacd4
843	444acf50-7c93-4b86-897d-67606dafb7ec	Huth (VII, 1918, Lot 6481)	Huth	1918	6481	b6297c31-12e1-4a7a-aea9-4d83cb427c72
844	4bf7cbb6-8522-42f9-ba91-360b2b1ce1c0	Lord Auckland	Lord Auckland			
844	791feb5a-d366-4d29-984f-b1dbe91a7b0f	Hagen (1918, Lot                              1037)	Hagen	1918	1037	b762652d-486d-4bfc-a94e-aa08e5a259c3
844	50790dab-0297-4e55-9e29-6d6a823fe3ae	Shakespeare Library (II, 1918, Lot 586)	Shakespeare Library	1918	586	4c45ef7c-2200-44c4-ba43-32b66414aea2
845	a17645b9-6dab-4be9-9645-4dd3378a209b	Mostyn  (1919, Lot 328)	Mostyn	1919	328	b89de787-fad3-444c-bf73-749ec344f856
846	62dc1bd4-9136-4eb7-bd4a-048ca9f8d106	Huth (VII,  1918, Lot 6500)	Huth	1918	6500	0291e067-dbae-444c-8ca2-7e8153ed98f9
847	56e03e2f-ce6a-4aa3-92a1-5a9cfea7a665	Bridgewater	Bridgewater			
847	ef034590-d010-42c2-8e54-e831d08e5350	Huntington (VII, 1918, Lot 738)	Huntington	1918	738	07575ca3-1864-42e7-b213-3d341bb9af37
848	fe9a70b2-b909-42a3-94f6-c1d60c0d672a	e Huth  (VII, 1918, Lot 6534)	Huth	1918	6534	f9837512-517d-4f0c-8671-7a480dc2cc54
849	d93bf9e5-aadf-477a-9dba-32366506f2d5	Heber (VI, 1835, Lot 3305)	Heber	1835	3305	df1c2d61-a2c7-407c-bb93-154203844b12
849	efa682b4-a8a6-46a8-adf1-475c0e56d23d	Huth                              (VI, 1918, Lot 6564)	Huth	1918	6564	db029444-6b88-45d8-a5fb-249f3d4d43a0
85	6b84ad1b-8781-4cd9-bacf-d7056abf9c44	The Kemble (1800)	Kemble	1800		422656eb-451a-4b95-b5b7-ca45a62cd12b
85	36dcb7b9-b174-41f9-aee4-2b93c33da0cb	Devonshire	Devonshire			
85	96ce5900-cb49-4534-8a62-a0a622cb2eea	Huntington (private)	Huntington			
850	c42c7093-0bab-44a9-b2e3-f6df3e1e35f8	Britwell (1922, Lot 601)	Britwell	1922	601	a2f97611-8e63-4271-8bfc-5df46a936167
850	af4e4f04-df27-44d8-9849-d54a0c9e6711	Seth Terry (1935, Lot 347)	Seth Terry	1935	347	7b698d20-ade0-4cd2-b096-0701b77ae759
851	42dacec7-6bc7-4f5e-bb05-71d69497a8d9	Chew  (I, 1924, Lot 371)	Chew	1924	371	8c6254ab-3b16-4644-9707-4e3c43bf12cb
852	f0fb15ba-3ad5-4fc6-b212-0e1b353b5b47	F.P.Hodges	F.P. Hodges			
852	621b765d-08c7-4687-9d26-fdc509576c57	Charles  Lilburn	Charles Lilburn			
852	520ae2b7-6926-48e9-94e9-d1ee37f8e663	Hagen    (Il, 1919, Lot 1041)	Hagen	1919	1041	cfcb0060-f4c7-4dce-83d4-16e008c0dcb9
853	5ccafcb7-a12c-45bd-a556-a5a9b50d44f2	Britwell (1924,                 Lot 687)	Britwell	1924	687	85340592-075b-4551-aeff-ff6c3cd3944f
854	994e90bd-d3d8-4674-b5ca-e961f9d47f38	Huth (VII, 1918, Lot 6596)	Huth	1918	6596	f9414fa3-9809-4586-b4ff-6635ac165901
855	7ad2b5c2-ae65-4136-a626-2df9f9a2c49d	Ashburnham    (III, 1898, Lot                                    3337)	Ashburnham	1898	3337	59f8dbfe-c0d9-4a23-b4c5-10baf81b39be
855	c7017a10-1e5b-45a4-ba5d-6b1509a666ab	J.T. Adams  (1931, Lot 215)	J.T. Adams	1931	215	8bbb0d55-4c73-4cb5-bace-9e2a40f206fc
856	9c6b6316-705a-4f18-9abd-f9f23c546c4b	Britwell (1923, Lot 596)	Britwell	1923	596	53f838a4-2fda-405e-ba29-d6b0c3dfc118
858	85138648-417a-4bd1-b953-27792bddeb6c	Bridgewater	Bridgewater			
858	71c7f218-e066-405d-af16-f45175be3ffb	Huntington (IX, 1918                                   Lot 487)	Huntington	1918	487	ab1bc666-8ca2-4474-82cf-c0bcb608118c
859	fb77edd3-46d5-414f-ac7b-6a68e5013000	John Tomlinson	John Tomlinson			
859	d5b66e94-3f5c-46bd-8226-cb45e73667fd	Lefferts (1902, Lot 1179)	Lefferts	1902	1179	babd8cad-5290-4a62-9d90-3f02a691eee6
859	dd06b390-2b5a-490d-8c51-40a62a3e62c5	Poor                (IIL, 1909, Lot 927)	Poor	1909	927	18a48eb0-0a20-43c9-a593-1ff152f05a4c
859	3a76672a-2a3b-4450-be5a-6b2bab1a4f72	Huntington (VIII, 1918, Lot 414)	Huntington	1918	414	99045aab-f4ac-4f09-8bb1-5ca90500a053
860	13840ddd-c6f5-4da9-877e-5ad63374e448	Britwell (1924,                                    Lot 694)	Britwell	1924	694	73cb03e1-2fd2-47fb-ab2a-6badf8de535b
861	7a2c86ee-efe0-4cb2-98c4-6b59d97e855f	Bright (1845, Lot 4531)	Bright	1845	4531	28d02041-e03d-4983-af98-c6e3a112f218|bd7a90fb-c121-4e32-b126-42ce45c53dcd
861	4a1023ac-decb-4705-98e2-c63ecba57e4a	Britwell (1923, Lot 601)	Britwell	1923	601	78b6cdd6-175a-47f2-b182-17fc17ed1536
86-104	7ea67029-e130-4bfe-bd4c-b7d2cd75fdbd	The Heber (IV, 1804, Lot 2476)	Herber	1804	2476	46f4e821-78d1-4c5e-97b0-f3c89a80bfe6
86-104	c3a1d217-50ea-43b6-9b06-3d1912b6bfbf	Britwell (1925, Lot 401)	Britwell	1925	401	ee664856-40ea-4933-9ee5-1cd61054c1a2
862	fe7c47bd-0575-4db8-bf2e-561e3f9b629c	Rhodes (1834, Lot 2412)	Rhodes	1834	2412	8300f8a8-2c9a-425f-bc87-8496ca613711
862	e0e0012d-cb77-45f9-b8dc-f15a15126bf6	Britwell (1924, Lot 695)	Britwell	1924	695	701f60eb-f6dd-40ce-b714-1cbbc11fe747
863	9357587a-0368-4f5f-bb11-5f9a381a1a10	Huth (VII, 1918, Lot 6706)	Huth	1918	6706	fbdb7d1b-2e9b-4c7c-bedc-ba8992b9c0fb
864	d508feae-1b61-4735-9e90-d696ee381401	Rev.Henry  White  (listed in Harding, Triphook and Lepard  1824 Catalogue  of White’s books                                  Pt. II Lot 12587)	Rev.Henry White	1824	12587	5cbcf1cc-f71a-428a-ae39-23fa48643cc3
864	e21ab01e-0ca7-4d75-994a-68c6ceb5ca56	Saunders (1827)	Saunders			4b7713ca-c78b-4002-9cd9-cd8bdae9648c
864	c47cca99-9a28-4315-82f9-906354510aad	Britwell (1923, Lot 599)	Britwell	1923	599	e8e7622a-23b7-4af3-93b4-4369260ea19b
865	d5c1d8bf-1a7e-42b5-90b3-725ed12557c0	Devonshire	Devonshire			
865	50fb4d6d-e0c1-4b70-8c4b-83ec9999c186	Huntington   (VII, 1918, Lot 414)	Huntington	1918	414	acf111ec-efa2-4769-ae6b-fafb51bfb5a4
866	bf68b6dd-24cb-4422-aa2d-914c93a37d44	Britwell (1923, Lot 598)	Britwell	1923	598	919f5a78-3303-462d-8800-09c7412afe5f
867	5b530b92-b4cf-4dbe-9e78-89b9baf022c4	Mostyn                                      (1907, Lot 461)	Mostyn	1907	461	37d0d122-2748-4c82-8115-4cf29200ac7a
868	7d4115b1-b370-499c-87e0-103ab1da18ee	Huth  (VII, 1918, Lot 6737)	Huth	1918	6737	d0c07d24-f556-4f4c-b2d7-25d2a4293135
869	7fcac6c6-aa64-4caf-9e12-feb9f40a598e	The Huth (VII, 1918, Lot                6724)	Huth	1918	6724	c6beee94-2359-466d-9b6b-fdb4fcc0c7aa
870	755921d6-0cc5-4587-8424-338aecf94f91	Hoe (I, 1911, Lot 2961)	Hoe	1911	2961	e038a612-e6e4-4255-b701-d6cb31c45078
870	ab4196be-d27c-4fad-97ac-810d45a0411f	Hunting-                ton (private)	Huntington			992dc006-1974-401c-b1bf-ae657f240653
871	6cd74f98-c236-4924-a2da-cfc0751bcbd3	Huth (VII, 1918, Lot 6733)	Huth	1918	6733	c1b8d82c-fdb8-4944-bf24-53ab1a224cb2
872	465addcd-b467-4225-94bf-22f58b2c907d	Shakespeare Library (I, 1918, Lot 541	Shakespeare Library	1918	541	39d1d468-014c-44d3-b096-cfb9d725e57d
873	5df7eca8-5263-43ee-a19c-bddeb8cfe523	Huth (VII, 1918, Lot 6742)	Huth	1918	6742	9744822c-e696-49d3-8e1c-be9389d91f02
874	53db3ee5-12bc-47a6-8259-9ec04136479b	Sydney Herbert (1916, Lot 794).	Sydney Herbert	1916	794	65c2fb33-94ba-4c74-8731-526a5fd1f105
876	3431cb5a-b27f-48de-8838-992310579c8b	Huth   (VII, 1918, Lot  6751)	Huth	1918	6751	801f7b8a-84b3-4b5e-80c5-c28a6276a86b
877	ce81bb06-3ffd-415d-9d02-1535d944ccda	Shakespeare  Library (I, 1918, Lot 784) copy.	Shakespeare Library	1918	784	e46c9c96-0f60-4db5-a7c0-c6e5ef9d3fb3
878	467b1875-3b01-49f6-afd8-4200345fe7d2	Huth (VII, 1918, Lot 6758)	Huth	1918	6758	5dc2c5c4-65aa-4735-9bf3-a7f8837d8ff9
879	ef24e80f-4830-4e58-bffa-fcb65e220d76	Ouvry (I, 1882, Lot 1322)	Ouvry	1882	1322	13372af7-9c6c-47ac-bf33-44547a4077e0
879	14e4b6f4-97a6-4d25-915b-aa0939661ed4	Poor (III, 1909, Lot                                934)	Poor	1909	934	a4c3f769-46af-46de-bb2f-5dd7e945fcf0
879	6ae8d67a-90ea-4933-af8e-b74cca07d3d3	Huntington (VIII, 1918, Lot 425)	Huntington	1918	425	634c1d6f-4f89-4f38-8480-061832bce398
880	dbfce32a-10fb-405e-8774-59ea0a10e8ea	e R.S.Turner (I, 1888, Lot 2427)	R.S.Turner	1888	2427	487fb41c-ad03-4b42-9313-cb61bf63ee7a
880	aac8620f-2ee5-4407-b8f2-664c1e278083	N.Q Pope (1895	N.Q. Pope	1895		f0969726-fe49-42b1-bf12-d4431f0cf8f0
880	9b226bc4-36db-479a-b92d-720d1c112b02	Hoe (I, 1911, Lot 2928)	Hoe	1911	2928	6c340e6b-e0fa-45a9-a697-403fb0e2401a
880	9189691b-9bb3-404b-bdb1-5d131582ea06	W.K.Bixby	W.K.Bixby			
881	951acf14-d0f4-401b-af79-9c74c88692b1	Pittar                                   (II, 1918, Lot 587)	Pittar	1918	587	ab9ad271-35a1-4710-8bb7-da7bdd26aaad
881	b7bc05fa-e754-4f81-adf6-c271d683f676	Clawson  (II, 1926, Lot 724)	Clawson	1926	724	b8a8dea7-15d0-4746-884c-39e8d65b98a5
882	943d263d-f7a0-4e80-a8fe-cd0ad10ffcb8	Shakespeare Library (II, 1918, Lot                   302)	Shakespeare Library	1918	302	ba30106a-9218-4921-8f76-61e948342ac7
883	ccc8b69d-3873-4b1c-8007-16661428c9fb	Jadis (1828, Lot 165)	Jadis	1828	165	a3671314-b84b-4e9e-a83c-4a28f282c393
883	64f7c9ff-4c00-4ee7-b9de-3418cb371dd4	J.G.Kinnearf   (Thorpe Cat. 1835, Pt. IV, Lot                                     1966)	Kinnearf	1835	1966	a2fd4b65-a788-435f-9619-4ba0af4c76f8
883	2f588bdc-5c5a-4320-9c00-7b272d1c9889	Corser (VI, 1871, Lot 404)	Corser	1871	404	57c4bfc4-4fd9-4b6a-a868-ed4cf98ba364
883	82143d91-f925-4df1-bf66-c2cdb2e51825	Fountaine Walker (1893, Lot 447)	Fountaine	1893	447	bb4b243e-46a0-4869-93c2-ca3ce33fee37
883	6ad46ab1-5ee0-403b-975c-65eac1d5242c	Britwell (1919, Lot 88)	Britwell	1919	88	29b1d710-6302-46fb-ba66-7094603ae6b7
884	6d5a06da-7a63-49ae-919d-ccf826be4b61	Kinnear  (Thorpe Cat. 1835, Pt. IV, Lot 1964)	Kinnearf	1835	1964	9ada89e0-f3a5-426a-810b-bafa20994303
884	31d6c6f1-2807-4ac2-9b0e-1a9f8bf81267	Lord   Brougham	Lord Brougham			
884	9cd4522f-216d-4a11-936e-fdaf323100b5	J.Fitchett                     Marsh  (1882, Lot 2403)	J. Fitchett Marsh	1882	2403	ae12b454-5366-49c2-9947-64c3ae56590e
885	33414398-4817-4995-ac9f-ac16806d7f8d	Pittar (II, 1918, Lot 586)	Pittar	1918	586	a0676695-84dc-49fd-a976-8026c0ee38e8
885	3835b1a5-b825-4e36-bed6-e694c2bc84ff	Clawson (II, 1926, Lot 743)	Clawson	1926	743	5ce0136d-d0b8-4dfe-97c8-171112c4a1f4
886	b0ca3500-1f2f-4e27-8ab0-3f0e2e0addce	Henkels, 26 June  1919, Lot 139.	Henkels	1919	139	b197a056-62da-424d-86c1-6f33c19da7e0
887	3eed64ce-07f1-4013-982b-2b6d981a1c26	Lord Vernon (1918, Lot 466)	Lord Vernon	1918	466	2d2345a6-3bc9-440c-961a-c08a3422bacd
887	604676d1-3169-4d38-99fe-39837ed9929b	Clawson                                  (II, 1926, Lot 719)	Clawson	1926	719	4d5952d1-d7dc-4b63-84b7-2b935c78965a
888	6f55b48e-d133-4c93-93a0-fab4adba193c	J. Dunn Gardner (1854, Lot 2195)	J. Dunn Gardner	1854	2195	2907f8da-ac81-43a9-b420-4dad17ecfb4c
888	9e89e3d5-3dce-4fb9-aebb-6220c915ee2d	Tite (1874, Lot 2752)	Tite	1874	2752	761b0b17-8f01-4eb9-858d-7d907052167f
888	86768c46-60bf-4ac9-b685-a5a59647d342	Locker	Locker			
888	53e20eaa-24f5-4e55-959c-b44a1641b713	Church	Church			
888	0c3dcf32-6338-4438-8630-133780d4ee6f	Huntington   (VIII, 1918, Lot 434)	Huntington	1918	434	06a0702c-95c8-40ca-8094-77d6fa92ca2f
889	c0c2337b-568f-4271-a544-f1175543e7e2	Mostyn  (1907, Lot 480)	Mostyn	1907	480	56c1cefa-4c44-4e57-80cb-2f19e102215f
890	c8f38b3f-3cc3-4af9-aff4-28d8dff2ce00	Steevens	Steevens			
890	7d8054e2-2fe7-4690-a5b9-06262d3f4666	Tite (1874,                                  Lot 2760)	Tite	1874	2760	2ad1cb3d-dd6e-4634-8d00-94afe365937d
890	61ed924c-d22a-4659-9cd1-95a3579e3e63	Crawford (1876, Lot 1034)	Crawford	1876	1034	2cd9761a-0313-4300-8018-1972d8fe1451
890	e538243d-c1dc-4090-85e5-955d87a5848b	Gaisford (1890, Lot 1739)	Gaisford	1890	1739	e2399d97-e699-40d7-98c7-48469ba7b9b5
890	9371007a-db6d-49e5-833f-3b7391dcf803	Britwell (1919, Lot 86)	Britwell	1919	86	da0f0e90-ef03-4043-b313-58c106bb7192
891	0e87e85f-848f-4363-83ff-40e73e39f0c6	Gaisford (1890,                     Lot  1740)	Gaisford	1890	1740	fa7bff49-2933-4296-a344-6b98c831e6c2
891	e539413e-ffec-4bda-a6fd-c7c190718b33	Britwell (1919, Lot 87)	Britwell	1919	87	2e48576a-6ed2-4465-b43f-6903e329394a
892	14409a1f-5630-4109-8797-3129da297ed7	Clawson  (II, 1926, Lot 723)	Clawson	1926	723	5366f74b-bee6-4e13-ab14-2dcdbc209925
893	44ff6439-7639-4318-9e10-d8bbfea955f0	Henkels, 26 June  1919, Lot 136.	Henkels	1919	136	4870717d-4da5-43a5-983a-a15fe3f212d1
894	674203af-4dfc-44aa-8263-7dbbfb36f8a7	Mostyn  (1907, Lot 483)	Mostyn	1907	483	532b2922-90d0-4243-a960-5514ec4c6e5b
895	44a99b4f-332b-4929-b838-24bc4cfbe2e1	N.Q.Pope (1895)	N.Q. Pope	1895		e1ae03b3-6448-4ca0-a778-305ead1e85f1
895	aa45d1b6-65af-40c2-b0c7-683d6d502178	Hoe (I, 1911, Lot                                    2974)	Hoe	1911	2974	5781f467-4073-4bd8-8d9f-60eac4ce0bd5
895	bd827049-c5a7-4ca0-9ce9-7b808a71ac88	Clawson (II, 1926, Lot 716)	Clawson	1926	716	5e3691f5-420b-463a-bb4e-67f1f1bc4114
896	ad2e7ec3-26f2-453e-97a5-35d17d9b94cc	Wolfreston (1856, Lot 353)	Wolfreston	1856	353	0975c954-c1f4-4b83-bb60-f6a043c22f95
896	db517eaa-1159-4733-a039-44416b845035	Tite (1874, Lot 2775)	Tite	1874	2775	af339100-d8c4-4bee-be3e-be95a906cea9
896	ff0108e8-af6a-4f09-a59a-1468bd87f8ee	Britwell (1923, Lot 602)	Britwell	1923	602	0b348a50-0c9f-4a77-b27e-77d0330f2f69
898	6d692bdb-c892-4a75-ba67-645784edc1cb	Clawson  (II, 1926, Lot 714	Clawson	1926	741	e994ea22-9ae9-4862-bebf-3ae6cb93d628
899	28e6ed6d-cfc3-4fbf-ba88-d44b0f3c28b4	Arbury (1920, Lot 297)	Arbury	1920	297	2968173e-015e-4d99-9eae-625bca2ce93f
899	7fb4bfd9-2413-4a67-932b-2e334db15371	G.D.Smith                (II, 1920, Lot 304)	G.D.Smith	1920	304	49ef7dda-2cd3-467a-8acb-7362daa4d6d7
900	bdbaf406-14b1-4e2a-a959-83dade7a166e	Devonshire	Devonshire			
900	4a0e0223-5bff-4a0d-b7cf-c866f9cb54bf	Huntington   (VIII, 1918, Lot 442)	Huntington	1918	442	8b354098-80a5-4d43-93df-0e15301cf1e1
900	e5bf8eca-aaec-43cc-a18c-a4769c560e35	Clawson  (II, 1926, Lot 745)	Clawson	1926	745	8649ae86-d354-4ec9-9a95-fdae10357fd9
901	9def0330-4a3e-4436-8088-707ebf7983bf	Frederick                   Perkins (1889, Lot 1710)	Frederick Perkins	1889	1710	cd61bd6d-4ced-4874-9cd9-6dd171bdceaa
901	b5f7c574-d7d0-4974-8cdf-310f6ea72ca5	Britwell (1919, Lot 89)	Britwell	1919	89	d74240a7-8a78-4dde-ba58-678310ad8dd5
901	c102df7b-8ab2-4f2e-b71c-1665b1ebf48d	Evans in 1825.	Evans	1825		0f6e3e53-0fd5-4c93-9068-605f24a593eb
902	d5b40726-d3da-4bb9-887f-8eb2c0eb244c	Devonshire	Devonshire			
902	3e839017-f761-4b5d-980d-83d6c4cdf0db	Huntington	Huntington			
903	f160789f-13e5-4b59-b283-7ce91079c14c	Bridgewater	Bridgewater			
903	b74a834d-d800-42ba-b844-bf593dfffae2	Huntington	Huntington			
903	2d8ec8fb-2977-4eb6-a90d-767bd938c025	Jones (III, 1919,                 Lot 1409)	Jones	1919	1409	834427a0-76b6-40e3-87a0-11e0728ea024
903	40827a48-a717-4e32-9015-b3242dbf473f	Clawson (II, 1926, Lot 738)	Clawson	1926	738	83b64487-c1c5-4392-90c5-560438456d4c
904	f3d81c3d-ac90-48fa-9e50-326b0db8721a	Mostyn (1919, Lot 299)	Mostyn	1919	299	f6b507fd-686c-422d-aecb-cb3af9a37057
907	25a57b18-50c8-4375-813f-a9527b554f4f	W.K.Bixby	W.K.Bixby			
909	6b1ceec2-7443-4128-b2a1-396472ef5617	W.K.Bixby	W.K.Bixby			
910	678c9ba1-f7c4-43df-bcbd-4c0dc0e6ca69	Sotheby’s 7 December 1904, Lot 880	Sotheby’s	1904	880	663f0719-adfa-4fb4-8628-f5f2b85e2b62
910	0f649a18-83de-4aca-b0f7-882700f3bed9	Hagen  (1918, Lot 1076)	Hagen	1918	1076	df6348b0-00a0-45b3-a62a-7f7c9a279c50
911	f8923152-917a-4357-871b-0e40bb8632f3	W.K.Bixby	W.K.Bixby			
911 A	251ac517-afe2-4cc5-8066-a361ee913c4d	Hagen	Hagen			
911 B	a36b269b-8d34-4044-a3c1-2c2bd3ec6418	Hagen	Hagen			
911 C	fd01850b-b10a-4064-ba71-62d1afd84136	Sewall	Sewall			
911 D	5d1bc46a-c440-4f7a-a497-f783981d8436	Thomas  Barret of Lee	Thomas Barret of Lee			
911 D	a0f9a3be-c17b-4fa8-9602-bcbf3b070497	Colin Campbell	Colin Campbell			
911 D	f1d485ab-8acf-4352-a270-28c2ba15984b	Hagen	Hagen			
911 E	b5eb5982-568b-4867-99c9-362ce5d97206	Hagen	Hagen			
911 F	37316b25-83c7-45e3-9b0c-3ade0f53c7b0	Hagen	Hagen			
911 G	62f30ad4-f04b-4d58-bafa-5daa2c8b8dac	Hagen	Hagen			
911 H	0b617f58-3545-4e4e-b3d2-8500e92b4575	Hagen	Hagen			
911 I	a2abf02a-cfbe-4636-9398-feaf8e29e178	Hagen	Hagen			
911 J	31b34d3d-00af-4315-8559-0f8bc812bf4c	H.J.B.Swete	H.J.B.Swete			
911 J	73c3d113-8194-4151-a553-759de584058c	Hagen	Hagen			
911 K	3f38e4a4-dbb3-4a57-b9ec-6d7d83c695d6	Hoe	Hoe			
911 K	d24080c0-fd64-477a-a150-4c3ebe3c3d1a	Hagen	Hagen			
911 L	a8e6f3a8-d809-47a3-99b7-2b4232bdecc8	Hagen	Hagen			
911 M	1e73e758-020e-4c95-8193-99221b1edd86	Charles Campbell	Charles Campbell			
911 M	31f5751d-6c32-4197-aa22-ca11fe07cc37	M.J.Perry	M.J.Perry			
911 M	48e036ed-d5d1-4942-83a7-34fa7a497b86	Hagen	Hagen			
913	bbdf9f56-7a0c-4c44-a71d-8575b89ac8c9	Huth (II, 1912, Lot 1904)	Huth	1912	1904	211d97de-be92-48d7-a287-845dd852371a
913	ea9d1728-00ec-45fe-a611-35f906be67f6	Jones (1916, Lot 145)	Jones	1916	145	f2536727-7b99-425f-80f7-fed2fc5b8b36
914	91f3827f-451a-4347-88ff-0b2d3baabaf3	Halliwell-Phillipps (1889, Lot 903)	Halliwell Phillipps	1889	903	d339fe28-29c0-44bf-8e72-9a10b678aafa
914	e65ad55c-ac0a-4eb2-b95c-ec6592022c3c	Resold at Sotheby’s in 1911	Sotheby’s	1911		61ca5804-83b9-4ab2-9bba-74e1d1be7eaf
914	6342d988-ea4f-48cd-af90-48658c87ec01	1914	Sotheby’s	1914		
914	d50e639f-33e5-4b77-9514-1a7ba64469f7	Henkels’s Shakespeare sale,                                  1919, Lot 133.	Henkels’s Shakespeare sale	1919	133	33a69837-6b82-4926-81e5-0bf0bdae7254
915	b104b3b5-9c6c-44f6-a4f7-c8b8316a453a	e Halliwell (1889, Lot 272)	Halliwell	1889	272	7362eeb5-3f10-4ad4-ab3f-7398a43fd126
915	ab0caac1-5ca0-4c35-893e-87d54e691614	T.J.McKee                (III, 1901, Lot 2331)	T.J.McKee	1901		e7802ab7-7489-4489-a1bf-c8d649b026a9
915	e4e5dcd7-4453-481c-946b-901303b04540	S.K. Wilson (1918, Lot 423)	S.K. Wilson	1918		a2f5db25-def2-4b64-a6c8-8e62988f4832
917	b8db2dfd-790b-4b5e-8fb5-6fd6575cec80	Sydney Herbert  (1916, Lot 795).	Sydney Herbert	1916	795	345d427d-8a88-448d-b79f-2c6dd0a77b91
918	7d141ebb-f879-4874-8dc1-04e10afb4b64	Kemble                 (1798)	Kemble	1798		a6d63100-7f93-4102-af05-2dcdfc374edc
918	5ea6ed36-b9b7-4ef2-94e9-27864ca994bc	Devonshire	Devonshire			
918	68ed452f-54b1-497c-96fe-41702523a81a	Huntington	Huntington			
919	6ddd222f-78ea-4939-b8f1-598283b2b0ba	Kemble                                   (1797)	Kemble	1797		dc29e67a-77f8-4830-a423-eafd60111d7f
919	173b985e-3dcd-4b10-88af-9efc79b4f8e7	Devonshire	Devonshire			
919	4d7934d1-8cc3-4679-9209-72155f9ab1e5	Huntington	Huntington			
920	aa23cd22-c24a-40c4-a29d-2d946235c73a	Kemble (1798)	Kemble	1798		a4bf75f4-869d-4528-a07e-fcd114df9f4b
920	93cac828-273a-46f3-a39f-50955e045db7	Devonshire	Devonshire			
920	c3ad3f5b-f207-494e-ab81-202d9f18b62e	Huntington	Huntington			
921	84f05f11-564e-4497-a755-6df00b98c447	S.W.H.Ireland   copy  (sold 1801)	S.W.H.Ireland	1801		826121b6-c531-4411-a706-0c41497c373a
921	c59043ab-db04-4bfb-8d83-81519da63a71	Henkels’s,  Shakespeare  sale, 1919, Lot 140.	Henkels’s Shakespeare sale	1919	140	3c23e520-cb2b-4a01-b9d0-f94491c8e22f
922	0aaa8922-9453-41bb-a2ad-0b60d546b66b	Mostyn (1919, Lot 308)	Mostyn	1919	308	a4f54fb5-717a-4240-8fbd-d93b6d3a691c
923	38bdbda3-0a6b-4fb9-a437-7558251fce12	Huth (VII, 1918, Lot 6837)	Huth	1918	6837	53286181-01c1-4164-9a0e-dd7d743017fd
924	1a5d166f-4235-4182-a81b-4c2e1be39f97	Mostyn (1919, Lot 318)	Mostyn	1919	318	a846cbf4-3460-4238-8721-08ff5c85f19e
924	211cb519-87fa-4658-920d-2895e221c5ca	Clawson  (II, 1926, Lot 775)	Clawson	1926	775	020a1661-eb5d-45c2-a5d5-c2993603810a
925	818eae02-b9ec-41ff-a6f4-791271a7ea0e	Lefferts (1902, Lot 1230)	Lefferts	1902	1230	12edcd4b-357a-467d-9042-d57988639007
925	9fbc3c63-0498-4189-a565-09297eb659d7	Hagen (1918,                   Lot 1148)	Hagen	1918	1148	e4a284b0-6c1a-47ac-a4b4-7f6dbe1d7bb4
926	a816d310-b56f-4ca2-9574-ef2e06c8d5a9	Shakespeare  Library (I, 1918, Lot  824)	Shakespeare Library	1918	824	64699583-3783-4490-9f03-ee92031087d8
927	4607a5d0-e8b9-4212-9e76-43b223ea901e	Heber (II, 1834, Lot 5631)	Heber	1834	5631	d7f38b47-4a1e-46ab-87be-db4b5340252b
927	c0ee61d9-2cc4-4dfd-87b6-7dc617be1c15	Sewall (III, 1897, Lot 3515)	Sewall	1897	3515	2a7b2d07-b76b-40ee-8da0-bcbde5cf10db
927	680ca677-5e33-4e82-b624-7c2976b4ebbd	Shakespeare Library (II, 1918, Lot 313)	Shakespeare Library	1918	313	9ac06219-50c1-4c1e-a832-75ce5e7a9ebb
929	f30d783a-f042-4e7b-9750-c9db47f2389f	Wolfreston (1856,                 Lot 231)	Wolfreston	1856	231	83798948-6f50-4740-b986-1ee25235316c
929	8660747a-0bd3-44c2-871e-e00770473222	Huth (VII, 1918, Lot 6850)	Huth	1918	6850	4edb9190-ae1e-4228-85ae-ae9da14c4447
930	63bae139-288b-4740-b8d4-840687a9cbcb	Lefferts (1902, Lot 1236)	Lefferts	1902	1236	2ba970de-85c8-41d2-a3d1-d81ca84bd669
930	3838c31d-54aa-43b4-befd-fdc6855a1792	Hagen                              (II, 1919, Lot 1149)	Hagen	1919	1149	22a1c2c5-4f88-452c-a206-98da96cc1877
931	68b95366-1959-485c-9e08-1f02bb190ad7	Huth (VII, 1918, Lot 6843)	Huth	1918	6843	50b555e8-0777-4946-a199-b72dd3f0863c
932	e9a40424-e23a-49fd-873c-24ef9911f2d7	Roxburghe                 (1812, Lot 310)	Roxburghe	1812	310	1f2a82d0-d08f-4270-9c04-1e9dd458bc45
932	70a6df02-b3c3-4afc-a69d-2046ef4a9b9b	Kemble (1814	Kemble	1814		234d7dba-28a3-4364-9eea-6eded5df399c
932	496e4ef2-d54b-451a-8451-c09d21f2d634	Devonshire	Devonshire			
932	531ca3c5-9366-4df8-b7ee-ac8a4a2ad822	Huntington	Huntington			
933	3f778255-9d04-4e18-9a6a-06cd0fd564ca	Mostyn (April 1920,                                   Lot 67) copy.	Mostyn	1920	67	b6a845c0-9318-4238-9d88-5811b11db8f4
934	0d374fea-7850-470a-9f31-ad4de7f90249	Bridgewater	Bridgewater			
